norm_x,norm_y,timestamp
0.5944,0.3438,1776939653.858
0.5933,0.3457,1776939653.885
0.5933,0.3457,1776939653.925
0.5922,0.3438,1776939653.975
0.5911,0.3476,1776939653.998
0.5922,0.3476,1776939654.040
0.5911,0.3457,1776939654.077
0.5890,0.3495,1776939654.117
0.5868,0.3495,1776939654.146
0.5836,0.3457,1776939654.194
0.5803,0.3457,1776939654.224
0.5770,0.3476,1776939654.274
0.5738,0.3476,1776939654.299
0.5716,0.3457,1776939654.342
0.5716,0.3438,1776939654.389
0.5705,0.3438,1776939654.423
0.5705,0.3360,1776939654.456
0.5716,0.3302,1776939654.497
0.5727,0.3302,1776939654.524
0.5749,0.3283,1776939654.560
0.5792,0.3245,1776939654.604
0.5857,0.3206,1776939654.641
0.5911,0.3167,1776939654.679
0.5955,0.3129,1776939654.723
0.5998,0.3071,1776939654.751
0.6085,0.3032,1776939654.790
0.6150,0.2975,1776939654.834
0.6194,0.2897,1776939654.872
0.6248,0.2801,1776939654.898
0.6291,0.2743,1776939654.949
0.6302,0.2685,1776939654.981
0.6313,0.2550,1776939655.024
0.6345,0.2454,1776939655.060
0.6356,0.2319,1776939655.093
0.6367,0.2203,1776939655.145
0.6378,0.2087,1776939655.179
0.6389,0.1971,1776939655.212
0.6421,0.1856,1776939655.243
0.6443,0.1740,1776939655.275
0.6476,0.1605,1776939655.304
0.6508,0.1528,1776939655.362
0.6573,0.1451,1776939655.403
0.6638,0.1393,1776939655.438
0.6714,0.1316,1776939655.481
0.6780,0.1296,1776939655.518
0.6834,0.1258,1776939655.555
0.6888,0.1200,1776939655.599
0.6953,0.1200,1776939655.629
0.6986,0.1200,1776939655.675
0.7018,0.1123,1776939655.712
0.7051,0.1142,1776939655.745
0.7062,0.1123,1776939655.799
0.7094,0.1123,1776939655.838
0.7083,0.1123,1776939655.876
0.7083,0.1123,1776939655.914
0.7072,0.1123,1776939655.952
0.7051,0.1142,1776939656.000
0.7040,0.1123,1776939656.041
0.7040,0.1142,1776939656.077
0.7029,0.1123,1776939656.111
0.7018,0.1142,1776939656.142
0.6997,0.1142,1776939656.176
0.6986,0.1142,1776939656.209
0.6975,0.1142,1776939656.238
0.6953,0.1142,1776939656.263
0.6953,0.1142,1776939656.306
0.6953,0.1161,1776939656.335
0.6942,0.1161,1776939656.369
0.6931,0.1161,1776939656.422
0.6942,0.1161,1776939656.455
0.6921,0.1161,1776939656.490
0.6910,0.1161,1776939656.532
0.6910,0.1161,1776939656.566
0.6910,0.1161,1776939656.592
0.6910,0.1181,1776939656.649
0.6910,0.1181,1776939656.680
0.6910,0.1161,1776939656.714
0.6910,0.1181,1776939656.761
